new number,speaker,content
664,C.C.,"My Theory As the concentration of Chloride ions is higher than that of hydroxide ions, the higher the concentration of the ion the more preferentially discharged is the ion. Thus chloride ion is more preferentially discharged than hydroxide ion."
665,D.W.,"I think when the OH- ions are used up, there are still some CI- there to be discharged. So when would the reaction stop? After all the ions are discharged?"
666,C.T.,"I agree that reaction does not stop when OH- are used up, for the ecs only determine the ORDER of discharge but not whether the ion CAN be discharged. When the concentration of Cl- is eventually much higher than that of OH-, discharge of cl- take place instead"
667,V.C.,"i agree with you that when all OH- are used up, Cl- will ve discharged. I think the reaction will stop when Cl- is in low concentration because there will not be enough ions for electrlysis. but i'm really not so sure."
668,T.L.,"I agree with Vivian. When [OH-] drop until [Cl-] would be preperentially discharged and similarly, when [Cl-] drop until [OH-] would be preperentially discharged and this will continue changing until the concentration of the 2 solutions both drop until a point when they cant be discharged. "
669,M.H.,"Cl- will be discharge at the begining as it has a higher concentration than that of OH-. But after sometime, as H+ are continuously preferentially discharge, more OH- are present in the solution. Therefore, when the concentration of OH- and Cl- are about the same, OH- will be preferentially discharged then."
670,J.K.,"What's the difference between dilute and concentrated solution? If concentrated solution is used, will the product formed at te electrode be change? For example, more than one product will be form maybe, since the concentration is higher, maybe more than one ion will discharge at the same time. "
671,C.C.,what do you mean by adding oxygen gas?
672,D.W.,"So do you mean that if two types of cations with a small position difference in the ECS, their concentration will affect the tendency of them being discharged?"
673,V.C.,"i am not sure, but i think the concentration will not affect cations, even though they have small position difference. Concentration will affect the tendecy of anions only."
674,S.L.,"I found something on the Internet (http://alexteoh.com/emap-electrochem/FactorsaffectingPreferentialDischarge.html), although concentration of the ions in the electrolyte affects the order of preferential discharge...NOTE: Ions of Sodium, Potassium, Calcium, Sulfate and Nitrate ions are NOT discharged even if they are in high concentrations. To me, it is like a theorem...though I think your guess is quite possible!"
675,M.H.,"You said that Cl- ions will be discharged when there are still OH- present in the solution. But I don't really agree with you. We know that when the concentration of Cl- is higher than that of OH-, Cl- willbe discharged first. But if the concentration of OH- is higher at the beginning, why shouldn't OH- be preferentially discharged throughout the whole electrolysis?"
676,D.W.,"If the concentration of OH- ions is higher at the begining of electrolysis, it will be preferentially discharged first. As the OH- is discharged and oxygen is formed, the concentration of OH- ions will gradually decrease, the concentration of Cl- ions will gradually increase at the same time. After some time, at a certain point, the concentration of Cl- ions is higher than OH-. Then, Cl- ions will be preferentially discharged due to the higher concentration."
677,V.C.,"My Theory even though the concentration of K+ is high also, mercury cathode is needed to dicharge them. Without mercury cathode, they still cannot be perferentially discharged."
678,C.C.,"Opinion As the difference in the position of the ecs between K+ and H+ is very large, where K(s)is at a high position in the ecs and that K+ has a low tendency to react while H(g) is at a relatively low position in the ecs and that H+ has a higher tendency to react, so the high concentration of K+ only made a minimal effect. Therefore, H+ still discharge instead of K+."
679,J.L.,liquid is just the pure element (or compound) that is in liquid form. aqueous is when the compound is with a water solution. this is from yahoo answers
680,D.W.,"My Theory I think the main difference between NaCl (aq) and NaCl (l) is that water is present in NaCl (aq) but not in NaCl (l).There is water in NaCl (aq). H+ ions and Na+ ions are both present as cations. H+ ions is preferentially discharged but not Na+ ions. Na(s) cannot be obtained. But I think NaCl (l) is pure sodium chloride in its molten state. As there is no water in NaCl (l), only Na+ ions are present as cations. In this case Na+ will be discharged and Na (s) is formed."
681,V.C.,"My Theory In NaCl(aq), Na+, H+, OH- and Cl- are present. Since H+ and OH- are preferentially discharged, sodium canoot be obtained. In NaCl(l), only Na+ and Cl- are present. So sodium ions can be discharged at cathode. "
682,C.C.,"I think it is because as in aqueous state,water is present in the solution thus the concentration of Na is lower than that of NaCl in molten state accordingly."
683,G.L.,"I can't find the molarity of sea water. But from http://en.wikipedia.org/wiki/Sea_water, I found some information from which the concentration of sea water can be calculated out. 1. On average, seawater in the world's oceans has a salinity of about 3.5%. This means that every 1 kg of seawater has approximately 35 grams of dissolved salts (mostly, but not entirely, the ions of sodium chloride: Na+, Cl-). 2. The average density of seawater at the surface of the ocean is 1.025 g/ml.(ie 1.025g cm-3) Consider 1000cm3 of sea water. Mass of 1000cm3 of sea water= 1.025g cm-3 X 1000cm3 = 1025g Mass of NaCl in 1000cm3 of sea water= 1025g X 3.5% = 358.75g Molar mass of NaCl= 23.0g + 35.5g = 58.5g No of moles of NaCl in 1000cm3 of sea water= 358.75g / 58.5g = 6.13... mol Molarity of NaCl in sea water= 6.13mol / 1dm3 = 6.13M Therefore, NaCl in sea water is 6.13M, which belongs to concentrated NaCl solution(>2M). "
